Time, T_A[degC], T_B[degC], T_C[degC], T_D[degC]
1029.982,23.5,44.25,22.5,47.44
1032.066,23.0,44.25,22.56,47.44
1034.146,23.5,44.25,22.56,47.38
1036.231,23.5,44.25,22.56,47.38
1038.306,23.5,44.19,22.56,47.44
1040.382,23.5,44.25,22.62,47.38
1042.47,23.5,44.25,22.62,47.38
1044.559,23.5,44.25,22.62,47.38
1046.653,23.5,44.25,22.62,47.31
1048.737,23.5,44.25,22.62,47.31
1050.823,23.5,44.25,22.62,47.31
1052.876,23.5,44.25,22.69,47.31
1054.95,23.5,44.19,22.69,47.25
1057.037,23.5,44.19,22.69,47.25
1059.133,23.5,44.19,22.69,47.25
1061.207,23.5,44.19,22.69,47.25
1063.299,23.5,44.19,22.69,47.25
1065.375,23.5,44.13,22.69,47.25
1067.46,23.5,44.13,22.75,47.25
1069.537,23.5,44.13,22.75,47.25
1071.619,23.5,44.13,22.75,47.19
1073.702,23.5,44.06,22.81,47.19
1075.785,23.5,44.06,22.81,47.13
1077.832,23.5,44.06,22.81,47.13
1079.923,23.5,44.06,22.81,47.13
1082.01,23.5,44.0,22.87,47.13
1084.091,23.5,44.0,22.87,47.13
1086.18,23.5,44.0,22.87,47.13
1088.267,23.5,44.0,22.87,47.13
1090.305,23.5,44.0,22.87,47.13
1092.394,23.5,44.0,22.94,47.06
1094.474,23.5,44.0,22.94,47.13
1096.558,23.5,44.0,22.94,47.13
1098.643,23.5,43.94,22.94,47.06
1100.734,23.5,44.0,22.94,47.13
1102.816,23.5,43.94,22.94,47.06
1104.908,23.5,44.0,23.0,47.06
1106.989,23.5,44.0,23.0,47.06
1109.025,23.5,43.94,23.0,47.13
1111.148,23.5,44.0,23.0,47.13
1113.23,23.5,44.0,23.0,47.13
1115.266,24.0,43.94,23.0,47.13
1117.346,23.5,44.0,23.06,47.13
1119.431,24.0,43.94,23.06,47.19
1121.516,24.0,44.0,23.06,47.19
1123.602,24.0,43.94,23.06,47.13
1125.688,24.0,44.0,23.06,47.13
1127.774,24.0,44.0,23.06,47.13
1129.864,24.0,44.0,23.12,47.13
1131.949,24.0,44.0,23.12,47.13
1134.027,24.0,44.0,23.12,47.19
1136.074,24.0,44.0,23.12,47.19
1138.165,24.0,44.0,23.12,47.25
1140.247,24.0,44.0,23.19,47.25
1142.336,24.0,44.0,23.19,47.25
1144.416,24.0,44.06,23.19,47.19
1146.5,24.0,44.0,23.19,47.19
1148.576,24.0,44.06,23.25,47.25
1150.664,24.0,44.06,23.19,47.25
1152.744,24.0,44.06,23.25,47.25
1154.787,24.0,44.06,23.25,47.19
1156.87,24.0,44.06,23.25,47.19
1158.956,24.0,44.06,23.25,47.19
1161.043,24.0,44.06,23.25,47.19
1163.127,24.0,44.06,23.25,47.19
1165.216,24.0,44.06,23.31,47.25
1167.297,24.0,44.06,23.31,47.25
1169.386,24.0,44.13,23.31,47.31
1171.427,24.0,44.13,23.31,47.31
1173.516,24.0,44.13,23.31,47.31
1175.613,24.0,44.19,23.31,47.31
1177.704,24.0,44.19,23.31,47.38
1179.785,24.0,44.19,23.31,47.38
1181.867,24.0,44.19,23.31,47.38
1183.942,24.0,44.19,23.31,47.44
1186.031,24.0,44.19,23.37,47.44
1188.065,24.0,44.25,23.37,47.44
1190.151,24.0,44.25,23.37,47.5
1192.24,24.0,44.25,23.37,47.5
1194.328,24.0,44.25,23.37,47.5
1196.423,24.0,44.25,23.37,47.5
1198.508,24.0,44.25,23.37,47.56
1200.59,24.0,44.31,23.37,47.56
1202.63,24.0,44.25,23.37,47.56
1204.752,24.0,44.31,23.44,47.63
1206.832,24.0,44.31,23.44,47.63
1208.875,24.0,44.31,23.44,47.63
1210.954,24.0,44.31,23.44,47.69
1213.03,24.0,44.38,23.44,47.63
1215.15,24.5,44.31,23.44,47.69
1217.19,24.5,44.38,23.44,47.69
1219.283,24.5,44.38,23.5,47.69
1221.368,24.5,44.38,23.5,47.69
1223.445,24.5,44.38,23.5,47.69
1225.531,24.5,44.38,23.5,47.69
1227.618,24.5,44.38,23.5,47.69
1229.671,24.5,44.38,23.5,47.69
1231.753,24.5,44.38,23.56,47.69
1233.841,24.5,44.38,23.56,47.69
1235.929,24.5,44.38,23.56,47.69
1238.017,24.5,44.38,23.56,47.63
1240.103,24.5,44.38,23.62,47.69
1242.188,24.5,44.38,23.62,47.63
1244.229,24.5,44.31,23.62,47.63
1246.315,24.5,44.31,23.62,47.63
1248.404,24.5,44.38,23.62,47.63
1250.485,24.5,44.38,23.62,47.63
1252.58,24.5,44.31,23.69,47.69
1254.659,24.5,44.38,23.62,47.69
1256.738,24.5,44.31,23.62,47.69
1258.825,24.5,44.31,23.62,47.69
1260.908,24.5,44.38,23.69,47.69
1262.987,24.5,44.38,23.69,47.69
1265.028,24.5,44.44,23.69,47.69
1267.112,24.5,44.44,23.69,47.69
1269.192,24.5,44.44,23.69,47.69
1271.276,24.5,44.44,23.69,47.69
1273.37,24.5,44.5,23.69,47.69
1275.459,24.5,44.44,23.75,47.69
1277.535,24.5,44.5,23.75,47.69
1279.623,24.5,44.5,23.75,47.69
1281.671,24.5,44.5,23.75,47.75
1283.754,24.5,44.5,23.75,47.69
1285.847,24.5,44.5,23.75,47.75
1287.933,24.5,44.5,23.81,47.75
1290.014,24.5,44.5,23.81,47.75
1292.106,24.5,44.44,23.81,47.75
1294.15,24.5,44.44,23.81,47.69
1296.241,24.5,44.44,23.81,47.69
1298.326,24.5,44.44,23.87,47.75
1300.413,24.5,44.44,23.87,47.69
